SDIU-02-P3867-MPF,0,37,0,-37,,1263
SIMP-01-P3867-MPF,0,115,0,-115,,1263
SINJ-06-P3867-MPF,0,797,0,-797,,1263
SPCOM-03-P3867-MPF,0,476,0,-476,,1263
SPNCOM-04-P3867-MPF,0,421,0,-421,,1263
SDIU - 02 - P3867-PF,0,7,0,-7,,1273
SIMP - 01 - P3867-PF,0,27,0,-27,,1273
SINJ - 06 - P3867-PF,0,448,0,-448,,1273
SNL-02-P3867-MPF,0,388,0,-388,,1273
SPCOM-03-P3867-PF,0,416,0,-416,,1273
SPEMRG-05-P3867-MPF,0,1,0,-1,,1273
SPNCOM-04-P3867-MPF,0,530,0,-530,,1273
SDIU - 02 - P3867-PF,0,7,0,-7,,1274
SIMP - 01 - P3867-PF,0,33,0,-33,,1274
SINJ - 06 - P3867-PF,0,227,0,-227,,1274
SNL-02-P3867-MPF,0,3732,0,-3732,,1274
SPCOM-03-P3867-PF,0,121,0,-121,,1274
SPNCOM-04-P3867-PF,0,18,0,-18,,1274
STRS-02-P3867-MPF,0,47,0,-47,,1274
SIMP - 01 - P3867-PF,0,84,0,-84,,1303
SINJ - 06 - P3867-PF,0,253,0,-253,,1303
SPCOM-03-P3867-PF,0,374,0,-374,,1303
SPNCOM-04-P3867-PF,0,252,0,-252,,1303
